title,price,area,address,floors,bedrooms,description,phan_khu,view,furniture
Bán gấp căn 1N phân khu Ruby Vinhomes Ocean Park,Giá: 2.1 tỷ,Diện tích: 35.5 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",28 tầng,1 phòng ngủ,"Căn hộ view Nội khu, nội thất Full đồ",Ruby,Nội khu,Full đồ
Bán gấp căn 2N phân khu Pavilion Vinhomes Ocean Park,Giá: 3.09 tỷ,Diện tích: 66.3 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",30 tầng,2 phòng ngủ,"Căn hộ view Nội khu, nội thất Full đồ",Pavilion,Nội khu,Full đồ
Bán gấp căn 2N phân khu Zenpark Vinhomes Ocean Park,Giá: 4.07 tỷ,Diện tích: 66.6 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",27 tầng,2 phòng ngủ,"Căn hộ view Nội khu, nội thất Full đồ",Zenpark,Nội khu,Full đồ
Bán gấp căn 3N phân khu Sapphire Vinhomes Ocean Park,Giá: 3.47 tỷ,Diện tích: 81.4 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",8 tầng,3 phòng ngủ,"Căn hộ view Thành phố, nội thất Full đồ",Sapphire,Thành phố,Full đồ
Bán gấp căn 2N phân khu Pavilion Vinhomes Ocean Park,Giá: 3.03 tỷ,Diện tích: 64.7 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",15 tầng,2 phòng ngủ,"Căn hộ view Nội khu, nội thất Cơ bản",Pavilion,Nội khu,Cơ bản
Bán gấp căn 1N phân khu Pavilion Vinhomes Ocean Park,Giá: 2.17 tỷ,Diện tích: 39.8 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",15 tầng,1 phòng ngủ,"Căn hộ view VinUni, nội thất Cơ bản",Pavilion,VinUni,Cơ bản
Bán gấp căn 1N phân khu Pavilion Vinhomes Ocean Park,Giá: 1.5 tỷ,Diện tích: 32.3 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",24 tầng,1 phòng ngủ,"Căn hộ view Nội khu, nội thất Cơ bản",Pavilion,Nội khu,Cơ bản
Bán gấp căn 3N phân khu Ruby Vinhomes Ocean Park,Giá: 5.04 tỷ,Diện tích: 89.5 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",31 tầng,3 phòng ngủ,"Căn hộ view Thành phố, nội thất Full đồ",Ruby,Thành phố,Full đồ
Bán gấp căn 2N phân khu Sapphire Vinhomes Ocean Park,Giá: 3.02 tỷ,Diện tích: 69.1 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",7 tầng,2 phòng ngủ,"Căn hộ view Thành phố, nội thất Full đồ",Sapphire,Thành phố,Full đồ
Bán gấp căn 2N phân khu Sapphire Vinhomes Ocean Park,Giá: 2.61 tỷ,Diện tích: 65.2 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",29 tầng,2 phòng ngủ,"Căn hộ view Nội khu, nội thất Full đồ",Sapphire,Nội khu,Full đồ
Bán gấp căn 2N phân khu Zenpark Vinhomes Ocean Park,Giá: 3.5 tỷ,Diện tích: 58.4 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",19 tầng,2 phòng ngủ,"Căn hộ view Nội khu, nội thất Cơ bản",Zenpark,Nội khu,Cơ bản
Bán gấp căn 2N phân khu Sapphire Vinhomes Ocean Park,Giá: 2.16 tỷ,Diện tích: 55.9 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",18 tầng,2 phòng ngủ,"Căn hộ view Thành phố, nội thất Cơ bản",Sapphire,Thành phố,Cơ bản
Bán gấp căn 2N phân khu Pavilion Vinhomes Ocean Park,Giá: 2.7 tỷ,Diện tích: 59.5 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",9 tầng,2 phòng ngủ,"Căn hộ view Thành phố, nội thất Cơ bản",Pavilion,Thành phố,Cơ bản
Bán gấp căn 1N phân khu Zenpark Vinhomes Ocean Park,Giá: 1.85 tỷ,Diện tích: 31.3 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",14 tầng,1 phòng ngủ,"Căn hộ view Nội khu, nội thất Full đồ",Zenpark,Nội khu,Full đồ
Bán gấp căn 1N phân khu Sapphire Vinhomes Ocean Park,Giá: 1.38 tỷ,Diện tích: 43.4 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",4 tầng,1 phòng ngủ,"Căn hộ view Nội khu, nội thất Trống",Sapphire,Nội khu,Trống
Bán gấp căn 1N phân khu Sapphire Vinhomes Ocean Park,Giá: 1.73 tỷ,Diện tích: 42.0 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",7 tầng,1 phòng ngủ,"Căn hộ view Nội khu, nội thất Full đồ",Sapphire,Nội khu,Full đồ
Bán gấp căn 2N phân khu Sapphire Vinhomes Ocean Park,Giá: 2.69 tỷ,Diện tích: 63.5 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",12 tầng,2 phòng ngủ,"Căn hộ view Thành phố, nội thất Trống",Sapphire,Thành phố,Trống
Bán gấp căn 1N phân khu Sapphire Vinhomes Ocean Park,Giá: 2.41 tỷ,Diện tích: 43.1 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",4 tầng,1 phòng ngủ,"Căn hộ view Hồ Ngọc Trai, nội thất Full đồ",Sapphire,Hồ Ngọc Trai,Full đồ
Bán gấp căn 1N phân khu Pavilion Vinhomes Ocean Park,Giá: 1.43 tỷ,Diện tích: 30.0 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",23 tầng,1 phòng ngủ,"Căn hộ view Nội khu, nội thất Full đồ",Pavilion,Nội khu,Full đồ
Bán gấp căn 2N phân khu Ruby Vinhomes Ocean Park,Giá: 3.91 tỷ,Diện tích: 67.9 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",7 tầng,2 phòng ngủ,"Căn hộ view Thành phố, nội thất Cơ bản",Ruby,Thành phố,Cơ bản
Bán gấp căn 3N phân khu Pavilion Vinhomes Ocean Park,Giá: 4.98 tỷ,Diện tích: 84.8 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",27 tầng,3 phòng ngủ,"Căn hộ view Hồ Ngọc Trai, nội thất Cơ bản",Pavilion,Hồ Ngọc Trai,Cơ bản
Bán gấp căn 1N phân khu Sapphire Vinhomes Ocean Park,Giá: 1.75 tỷ,Diện tích: 38.1 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",15 tầng,1 phòng ngủ,"Căn hộ view Thành phố, nội thất Full đồ",Sapphire,Thành phố,Full đồ
Bán gấp căn 2N phân khu Ruby Vinhomes Ocean Park,Giá: 4.09 tỷ,Diện tích: 62.6 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",17 tầng,2 phòng ngủ,"Căn hộ view Nội khu, nội thất Full đồ",Ruby,Nội khu,Full đồ
Bán gấp căn 3N phân khu Sapphire Vinhomes Ocean Park,Giá: 3.47 tỷ,Diện tích: 93.9 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",31 tầng,3 phòng ngủ,"Căn hộ view Nội khu, nội thất Cơ bản",Sapphire,Nội khu,Cơ bản
Bán gấp căn 2N phân khu Ruby Vinhomes Ocean Park,Giá: 3.18 tỷ,Diện tích: 63.6 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",7 tầng,2 phòng ngủ,"Căn hộ view Thành phố, nội thất Cơ bản",Ruby,Thành phố,Cơ bản
Bán gấp căn 2N phân khu Pavilion Vinhomes Ocean Park,Giá: 3.62 tỷ,Diện tích: 62.7 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",13 tầng,2 phòng ngủ,"Căn hộ view Thành phố, nội thất Full đồ",Pavilion,Thành phố,Full đồ
Bán gấp căn 2N phân khu Zenpark Vinhomes Ocean Park,Giá: 3.32 tỷ,Diện tích: 68.1 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",27 tầng,2 phòng ngủ,"Căn hộ view Nội khu, nội thất Cơ bản",Zenpark,Nội khu,Cơ bản
Bán gấp căn 1N phân khu Sapphire Vinhomes Ocean Park,Giá: 1.62 tỷ,Diện tích: 35.1 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",33 tầng,1 phòng ngủ,"Căn hộ view Thành phố, nội thất Full đồ",Sapphire,Thành phố,Full đồ
Bán gấp căn 1N phân khu Sapphire Vinhomes Ocean Park,Giá: 2.11 tỷ,Diện tích: 40.3 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",16 tầng,1 phòng ngủ,"Căn hộ view Thành phố, nội thất Full đồ",Sapphire,Thành phố,Full đồ
Bán gấp căn 3N phân khu Zenpark Vinhomes Ocean Park,Giá: 4.38 tỷ,Diện tích: 80.5 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",28 tầng,3 phòng ngủ,"Căn hộ view Nội khu, nội thất Full đồ",Zenpark,Nội khu,Full đồ
Bán gấp căn 3N phân khu Zenpark Vinhomes Ocean Park,Giá: 4.71 tỷ,Diện tích: 77.2 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",18 tầng,3 phòng ngủ,"Căn hộ view Nội khu, nội thất Full đồ",Zenpark,Nội khu,Full đồ
Bán gấp căn 2N phân khu Ruby Vinhomes Ocean Park,Giá: 2.77 tỷ,Diện tích: 55.1 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",26 tầng,2 phòng ngủ,"Căn hộ view Nội khu, nội thất Trống",Ruby,Nội khu,Trống
Bán gấp căn 2N phân khu Sapphire Vinhomes Ocean Park,Giá: 2.08 tỷ,Diện tích: 63.9 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",21 tầng,2 phòng ngủ,"Căn hộ view Nội khu, nội thất Cơ bản",Sapphire,Nội khu,Cơ bản
Bán gấp căn 2N phân khu Sapphire Vinhomes Ocean Park,Giá: 2.87 tỷ,Diện tích: 59.4 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",10 tầng,2 phòng ngủ,"Căn hộ view Nội khu, nội thất Full đồ",Sapphire,Nội khu,Full đồ
Bán gấp căn 1N phân khu Sapphire Vinhomes Ocean Park,Giá: 1.57 tỷ,Diện tích: 44.8 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",25 tầng,1 phòng ngủ,"Căn hộ view Thành phố, nội thất Trống",Sapphire,Thành phố,Trống
Bán gấp căn 2N phân khu Zenpark Vinhomes Ocean Park,Giá: 3.52 tỷ,Diện tích: 64.4 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",35 tầng,2 phòng ngủ,"Căn hộ view Nội khu, nội thất Cơ bản",Zenpark,Nội khu,Cơ bản
Bán gấp căn 2N phân khu Sapphire Vinhomes Ocean Park,Giá: 3.41 tỷ,Diện tích: 69.3 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",32 tầng,2 phòng ngủ,"Căn hộ view VinUni, nội thất Cơ bản",Sapphire,VinUni,Cơ bản
Bán gấp căn 2N phân khu Sapphire Vinhomes Ocean Park,Giá: 2.73 tỷ,Diện tích: 64.6 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",28 tầng,2 phòng ngủ,"Căn hộ view Thành phố, nội thất Cơ bản",Sapphire,Thành phố,Cơ bản
Bán gấp căn 2N phân khu Sapphire Vinhomes Ocean Park,Giá: 2.19 tỷ,Diện tích: 54.0 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",19 tầng,2 phòng ngủ,"Căn hộ view Nội khu, nội thất Full đồ",Sapphire,Nội khu,Full đồ
Bán gấp căn 2N phân khu Sapphire Vinhomes Ocean Park,Giá: 2.15 tỷ,Diện tích: 58.5 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",22 tầng,2 phòng ngủ,"Căn hộ view Nội khu, nội thất Full đồ",Sapphire,Nội khu,Full đồ
Bán gấp căn 3N phân khu Sapphire Vinhomes Ocean Park,Giá: 3.22 tỷ,Diện tích: 76.5 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",5 tầng,3 phòng ngủ,"Căn hộ view Thành phố, nội thất Cơ bản",Sapphire,Thành phố,Cơ bản
Bán gấp căn 1N phân khu Sapphire Vinhomes Ocean Park,Giá: 1.48 tỷ,Diện tích: 35.0 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",14 tầng,1 phòng ngủ,"Căn hộ view Nội khu, nội thất Cơ bản",Sapphire,Nội khu,Cơ bản
Bán gấp căn 1N phân khu Sapphire Vinhomes Ocean Park,Giá: 1.71 tỷ,Diện tích: 39.0 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",9 tầng,1 phòng ngủ,"Căn hộ view Nội khu, nội thất Full đồ",Sapphire,Nội khu,Full đồ
Bán gấp căn 2N phân khu Pavilion Vinhomes Ocean Park,Giá: 3.38 tỷ,Diện tích: 66.0 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",27 tầng,2 phòng ngủ,"Căn hộ view Thành phố, nội thất Cơ bản",Pavilion,Thành phố,Cơ bản
Bán gấp căn 2N phân khu Pavilion Vinhomes Ocean Park,Giá: 3.95 tỷ,Diện tích: 69.8 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",7 tầng,2 phòng ngủ,"Căn hộ view Hồ Ngọc Trai, nội thất Full đồ",Pavilion,Hồ Ngọc Trai,Full đồ
Bán gấp căn 3N phân khu Zenpark Vinhomes Ocean Park,Giá: 5.35 tỷ,Diện tích: 79.1 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",19 tầng,3 phòng ngủ,"Căn hộ view Thành phố, nội thất Full đồ",Zenpark,Thành phố,Full đồ
Bán gấp căn 1N phân khu Ruby Vinhomes Ocean Park,Giá: 2.2 tỷ,Diện tích: 42.2 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",18 tầng,1 phòng ngủ,"Căn hộ view Nội khu, nội thất Cơ bản",Ruby,Nội khu,Cơ bản
Bán gấp căn 2N phân khu Pavilion Vinhomes Ocean Park,Giá: 3.35 tỷ,Diện tích: 69.9 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",3 tầng,2 phòng ngủ,"Căn hộ view Thành phố, nội thất Cơ bản",Pavilion,Thành phố,Cơ bản
Bán gấp căn 2N phân khu Pavilion Vinhomes Ocean Park,Giá: 2.74 tỷ,Diện tích: 60.9 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",34 tầng,2 phòng ngủ,"Căn hộ view Thành phố, nội thất Cơ bản",Pavilion,Thành phố,Cơ bản
Bán gấp căn 1N phân khu Pavilion Vinhomes Ocean Park,Giá: 1.76 tỷ,Diện tích: 33.7 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",17 tầng,1 phòng ngủ,"Căn hộ view Nội khu, nội thất Full đồ",Pavilion,Nội khu,Full đồ
Bán gấp căn 2N phân khu Sapphire Vinhomes Ocean Park,Giá: 3.15 tỷ,Diện tích: 63.9 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",7 tầng,2 phòng ngủ,"Căn hộ view Hồ Ngọc Trai, nội thất Cơ bản",Sapphire,Hồ Ngọc Trai,Cơ bản
Bán gấp căn 2N phân khu Sapphire Vinhomes Ocean Park,Giá: 2.04 tỷ,Diện tích: 59.3 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",31 tầng,2 phòng ngủ,"Căn hộ view Nội khu, nội thất Cơ bản",Sapphire,Nội khu,Cơ bản
Bán gấp căn 1N phân khu Sapphire Vinhomes Ocean Park,Giá: 1.2 tỷ,Diện tích: 35.5 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",34 tầng,1 phòng ngủ,"Căn hộ view Nội khu, nội thất Trống",Sapphire,Nội khu,Trống
Bán gấp căn 1N phân khu Zenpark Vinhomes Ocean Park,Giá: 2.2 tỷ,Diện tích: 37.3 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",29 tầng,1 phòng ngủ,"Căn hộ view Thành phố, nội thất Full đồ",Zenpark,Thành phố,Full đồ
Bán gấp căn 3N phân khu Sapphire Vinhomes Ocean Park,Giá: 4.09 tỷ,Diện tích: 96.5 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",29 tầng,3 phòng ngủ,"Căn hộ view Thành phố, nội thất Full đồ",Sapphire,Thành phố,Full đồ
Bán gấp căn 1N phân khu Sapphire Vinhomes Ocean Park,Giá: 1.34 tỷ,Diện tích: 31.9 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",22 tầng,1 phòng ngủ,"Căn hộ view Nội khu, nội thất Cơ bản",Sapphire,Nội khu,Cơ bản
Bán gấp căn 1N phân khu Pavilion Vinhomes Ocean Park,Giá: 2.03 tỷ,Diện tích: 34.5 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",8 tầng,1 phòng ngủ,"Căn hộ view VinUni, nội thất Cơ bản",Pavilion,VinUni,Cơ bản
Bán gấp căn 3N phân khu Zenpark Vinhomes Ocean Park,Giá: 4.06 tỷ,Diện tích: 77.8 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",32 tầng,3 phòng ngủ,"Căn hộ view Nội khu, nội thất Cơ bản",Zenpark,Nội khu,Cơ bản
Bán gấp căn 1N phân khu Pavilion Vinhomes Ocean Park,Giá: 1.45 tỷ,Diện tích: 30.2 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",4 tầng,1 phòng ngủ,"Căn hộ view Nội khu, nội thất Cơ bản",Pavilion,Nội khu,Cơ bản
Bán gấp căn 2N phân khu Pavilion Vinhomes Ocean Park,Giá: 3.82 tỷ,Diện tích: 69.2 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",12 tầng,2 phòng ngủ,"Căn hộ view Thành phố, nội thất Cơ bản",Pavilion,Thành phố,Cơ bản
Bán gấp căn 1N phân khu Sapphire Vinhomes Ocean Park,Giá: 1.51 tỷ,Diện tích: 31.4 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",20 tầng,1 phòng ngủ,"Căn hộ view Thành phố, nội thất Full đồ",Sapphire,Thành phố,Full đồ
Bán gấp căn 1N phân khu Sapphire Vinhomes Ocean Park,Giá: 1.37 tỷ,Diện tích: 35.0 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",34 tầng,1 phòng ngủ,"Căn hộ view Nội khu, nội thất Full đồ",Sapphire,Nội khu,Full đồ
Bán gấp căn 2N phân khu Sapphire Vinhomes Ocean Park,Giá: 2.29 tỷ,Diện tích: 54.8 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",17 tầng,2 phòng ngủ,"Căn hộ view Nội khu, nội thất Trống",Sapphire,Nội khu,Trống
Bán gấp căn 1N phân khu Zenpark Vinhomes Ocean Park,Giá: 2.09 tỷ,Diện tích: 36.7 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",14 tầng,1 phòng ngủ,"Căn hộ view Nội khu, nội thất Full đồ",Zenpark,Nội khu,Full đồ
Bán gấp căn 2N phân khu Sapphire Vinhomes Ocean Park,Giá: 3.18 tỷ,Diện tích: 59.3 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",35 tầng,2 phòng ngủ,"Căn hộ view VinUni, nội thất Full đồ",Sapphire,VinUni,Full đồ
Bán gấp căn 2N phân khu Ruby Vinhomes Ocean Park,Giá: 3.1 tỷ,Diện tích: 57.5 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",7 tầng,2 phòng ngủ,"Căn hộ view Thành phố, nội thất Cơ bản",Ruby,Thành phố,Cơ bản
Bán gấp căn 1N phân khu Sapphire Vinhomes Ocean Park,Giá: 1.4 tỷ,Diện tích: 42.8 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",27 tầng,1 phòng ngủ,"Căn hộ view Nội khu, nội thất Trống",Sapphire,Nội khu,Trống
Bán gấp căn 3N phân khu Pavilion Vinhomes Ocean Park,Giá: 3.91 tỷ,Diện tích: 77.1 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",26 tầng,3 phòng ngủ,"Căn hộ view Thành phố, nội thất Cơ bản",Pavilion,Thành phố,Cơ bản
Bán gấp căn 1N phân khu Pavilion Vinhomes Ocean Park,Giá: 2.26 tỷ,Diện tích: 43.1 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",26 tầng,1 phòng ngủ,"Căn hộ view Nội khu, nội thất Full đồ",Pavilion,Nội khu,Full đồ
Bán gấp căn 1N phân khu Sapphire Vinhomes Ocean Park,Giá: 1.73 tỷ,Diện tích: 40.5 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",24 tầng,1 phòng ngủ,"Căn hộ view Nội khu, nội thất Full đồ",Sapphire,Nội khu,Full đồ
Bán gấp căn 2N phân khu Zenpark Vinhomes Ocean Park,Giá: 2.77 tỷ,Diện tích: 55.9 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",14 tầng,2 phòng ngủ,"Căn hộ view Nội khu, nội thất Trống",Zenpark,Nội khu,Trống
Bán gấp căn 2N phân khu Pavilion Vinhomes Ocean Park,Giá: 3.36 tỷ,Diện tích: 54.2 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",12 tầng,2 phòng ngủ,"Căn hộ view VinUni, nội thất Cơ bản",Pavilion,VinUni,Cơ bản
Bán gấp căn 3N phân khu Sapphire Vinhomes Ocean Park,Giá: 3.61 tỷ,Diện tích: 78.3 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",19 tầng,3 phòng ngủ,"Căn hộ view Thành phố, nội thất Cơ bản",Sapphire,Thành phố,Cơ bản
Bán gấp căn 3N phân khu Ruby Vinhomes Ocean Park,Giá: 4.47 tỷ,Diện tích: 83.9 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",11 tầng,3 phòng ngủ,"Căn hộ view Nội khu, nội thất Full đồ",Ruby,Nội khu,Full đồ
Bán gấp căn 1N phân khu Pavilion Vinhomes Ocean Park,Giá: 1.66 tỷ,Diện tích: 31.3 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",25 tầng,1 phòng ngủ,"Căn hộ view Thành phố, nội thất Full đồ",Pavilion,Thành phố,Full đồ
Bán gấp căn 2N phân khu Zenpark Vinhomes Ocean Park,Giá: 3.93 tỷ,Diện tích: 54.2 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",9 tầng,2 phòng ngủ,"Căn hộ view Hồ Ngọc Trai, nội thất Cơ bản",Zenpark,Hồ Ngọc Trai,Cơ bản
Bán gấp căn 1N phân khu Sapphire Vinhomes Ocean Park,Giá: 1.4 tỷ,Diện tích: 36.2 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",13 tầng,1 phòng ngủ,"Căn hộ view Nội khu, nội thất Trống",Sapphire,Nội khu,Trống
Bán gấp căn 2N phân khu Sapphire Vinhomes Ocean Park,Giá: 2.83 tỷ,Diện tích: 67.6 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",5 tầng,2 phòng ngủ,"Căn hộ view Nội khu, nội thất Cơ bản",Sapphire,Nội khu,Cơ bản
Bán gấp căn 2N phân khu Sapphire Vinhomes Ocean Park,Giá: 2.75 tỷ,Diện tích: 69.0 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",28 tầng,2 phòng ngủ,"Căn hộ view Thành phố, nội thất Cơ bản",Sapphire,Thành phố,Cơ bản
Bán gấp căn 1N phân khu Pavilion Vinhomes Ocean Park,Giá: 2.09 tỷ,Diện tích: 35.5 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",8 tầng,1 phòng ngủ,"Căn hộ view Thành phố, nội thất Full đồ",Pavilion,Thành phố,Full đồ
Bán gấp căn 2N phân khu Zenpark Vinhomes Ocean Park,Giá: 3.27 tỷ,Diện tích: 55.7 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",11 tầng,2 phòng ngủ,"Căn hộ view Thành phố, nội thất Trống",Zenpark,Thành phố,Trống
Bán gấp căn 2N phân khu Zenpark Vinhomes Ocean Park,Giá: 3.56 tỷ,Diện tích: 64.0 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",35 tầng,2 phòng ngủ,"Căn hộ view Nội khu, nội thất Full đồ",Zenpark,Nội khu,Full đồ
Bán gấp căn 2N phân khu Sapphire Vinhomes Ocean Park,Giá: 3.08 tỷ,Diện tích: 64.8 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",35 tầng,2 phòng ngủ,"Căn hộ view Hồ Ngọc Trai, nội thất Full đồ",Sapphire,Hồ Ngọc Trai,Full đồ
Bán gấp căn 2N phân khu Sapphire Vinhomes Ocean Park,Giá: 2.4 tỷ,Diện tích: 65.4 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",35 tầng,2 phòng ngủ,"Căn hộ view Thành phố, nội thất Trống",Sapphire,Thành phố,Trống
Bán gấp căn 2N phân khu Sapphire Vinhomes Ocean Park,Giá: 2.76 tỷ,Diện tích: 62.1 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",10 tầng,2 phòng ngủ,"Căn hộ view Thành phố, nội thất Cơ bản",Sapphire,Thành phố,Cơ bản
Bán gấp căn 2N phân khu Sapphire Vinhomes Ocean Park,Giá: 2.2 tỷ,Diện tích: 55.2 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",20 tầng,2 phòng ngủ,"Căn hộ view Nội khu, nội thất Trống",Sapphire,Nội khu,Trống
Bán gấp căn 1N phân khu Zenpark Vinhomes Ocean Park,Giá: 2.56 tỷ,Diện tích: 36.6 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",5 tầng,1 phòng ngủ,"Căn hộ view Nội khu, nội thất Full đồ",Zenpark,Nội khu,Full đồ
Bán gấp căn 2N phân khu Sapphire Vinhomes Ocean Park,Giá: 2.52 tỷ,Diện tích: 66.0 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",3 tầng,2 phòng ngủ,"Căn hộ view Thành phố, nội thất Cơ bản",Sapphire,Thành phố,Cơ bản
Bán gấp căn 1N phân khu Sapphire Vinhomes Ocean Park,Giá: 1.25 tỷ,Diện tích: 31.2 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",13 tầng,1 phòng ngủ,"Căn hộ view Nội khu, nội thất Trống",Sapphire,Nội khu,Trống
Bán gấp căn 1N phân khu Sapphire Vinhomes Ocean Park,Giá: 1.53 tỷ,Diện tích: 40.5 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",27 tầng,1 phòng ngủ,"Căn hộ view Nội khu, nội thất Cơ bản",Sapphire,Nội khu,Cơ bản
Bán gấp căn 1N phân khu Sapphire Vinhomes Ocean Park,Giá: 1.36 tỷ,Diện tích: 34.5 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",31 tầng,1 phòng ngủ,"Căn hộ view Thành phố, nội thất Trống",Sapphire,Thành phố,Trống
Bán gấp căn 1N phân khu Zenpark Vinhomes Ocean Park,Giá: 1.92 tỷ,Diện tích: 33.3 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",30 tầng,1 phòng ngủ,"Căn hộ view Nội khu, nội thất Cơ bản",Zenpark,Nội khu,Cơ bản
